Date,MSFT,Microsoft Corporation,Microsoft
2017-12-31,1.6199999999999999,0.0,32.33
2018-01-01,1.56,31.200000000000003,33.15
2018-01-02,6.5,27.04,56.550000000000004
2018-01-03,8.06,13.0,57.2
2018-01-04,7.28,13.0,61.1
2018-01-05,8.58,0.0,59.15
2018-01-06,2.6,0.0,43.550000000000004
2018-01-07,1.3,0.0,38.35
2018-01-08,6.5,12.48,58.5
2018-01-09,5.2,25.48,61.75
2018-01-10,7.28,13.0,63.7
2018-01-11,7.800000000000001,0.0,61.1
2018-01-12,9.36,52.0,55.25
2018-01-13,2.8600000000000003,15.08,41.6
2018-01-14,1.56,14.56,37.050000000000004
2018-01-15,3.64,0.0,51.35
2018-01-16,8.58,37.96,61.1
2018-01-17,8.32,12.48,60.45
2018-01-18,8.32,0.0,59.800000000000004
2018-01-19,9.1,0.0,58.5
2018-01-20,2.34,0.0,39.65
2018-01-21,1.56,14.56,39.0
2018-01-22,8.58,0.0,59.800000000000004
2018-01-23,10.4,24.96,64.35000000000001
2018-01-24,11.18,0.0,65.0
2018-01-25,8.84,13.0,62.400000000000006
2018-01-26,9.620000000000001,26.0,57.2
2018-01-27,4.68,30.16,42.25
2018-01-28,2.8600000000000003,0.0,41.6
2018-01-29,8.32,0.0,59.15
2018-01-30,10.66,12.48,64.35000000000001
2018-01-31,26.0,37.44,63.050000000000004
2018-02-01,31.0,16.8,61.75
2018-02-02,21.39,17.22,55.9
2018-02-03,6.82,20.16,40.95
2018-02-04,4.03,19.74,39.0
2018-02-05,17.05,24.779999999999998,56.550000000000004
2018-02-06,22.32,16.8,65.0
2018-02-07,17.36,25.2,61.1
2018-02-08,16.74,42.0,61.1
2018-02-09,18.29,34.44,57.2
2018-02-10,5.27,20.16,37.050000000000004
2018-02-11,1.8599999999999999,0.0,38.35
2018-02-12,12.709999999999999,34.019999999999996,56.550000000000004
2018-02-13,12.09,34.44,59.800000000000004
2018-02-14,13.33,34.019999999999996,57.85
2018-02-15,12.09,26.04,58.5
2018-02-16,11.78,0.0,54.6
2018-02-17,3.7199999999999998,20.16,39.0
2018-02-18,2.17,20.16,35.75
2018-02-19,2.79,17.64,52.0
2018-02-20,8.37,17.22,59.800000000000004
2018-02-21,10.85,16.8,55.9
2018-02-22,12.09,0.0,61.1
2018-02-23,11.78,0.0,55.25
2018-02-24,4.34,0.0,38.35
2018-02-25,1.55,20.16,40.95
2018-02-26,11.16,0.0,60.45
2018-02-27,10.85,16.38,62.400000000000006
2018-02-28,10.54,0.0,58.5
2018-03-01,14.25,10.64,62.08
2018-03-02,11.5,22.96,58.88
2018-03-03,2.5,20.160000000000004,39.68
2018-03-04,3.0,0.0,37.76
2018-03-05,9.0,0.0,58.24
2018-03-06,12.75,16.8,60.800000000000004
2018-03-07,12.75,16.8,62.72
2018-03-08,11.5,16.8,57.6
2018-03-09,12.5,47.040000000000006,55.04
2018-03-10,3.75,0.0,39.04
2018-03-11,2.25,26.880000000000003,37.76
2018-03-12,12.25,11.200000000000001,56.96
2018-03-13,13.0,39.760000000000005,59.52
2018-03-14,10.0,22.400000000000002,60.800000000000004
2018-03-15,9.25,22.96,56.96
2018-03-16,12.75,34.720000000000006,58.24
2018-03-17,3.5,13.440000000000001,40.32
2018-03-18,2.75,14.000000000000002,37.12
2018-03-19,9.75,22.400000000000002,59.52
2018-03-20,12.75,33.6,64.0
2018-03-21,11.25,56.00000000000001,60.160000000000004
2018-03-22,13.25,39.760000000000005,59.52
2018-03-23,11.75,11.760000000000002,54.4
2018-03-24,3.0,14.000000000000002,36.480000000000004
2018-03-25,2.0,0.0,37.76
2018-03-26,19.0,17.360000000000003,64.0
2018-03-27,25.0,17.360000000000003,62.08
2018-03-28,22.25,23.520000000000003,62.72
2018-03-29,16.5,11.760000000000002,60.800000000000004
2018-03-30,9.25,25.200000000000003,49.28
2018-03-31,2.75,28.000000000000004,36.480000000000004
2018-04-01,2.03,0.0,34.199999999999996
2018-04-02,12.469999999999999,39.65,60.0
2018-04-03,11.889999999999999,30.5,58.199999999999996
2018-04-04,11.02,30.5,60.0
2018-04-05,11.6,15.25,58.8
2018-04-06,10.149999999999999,31.72,57.0
2018-04-07,2.9,0.0,38.4
2018-04-08,2.03,18.3,38.4
2018-04-09,9.569999999999999,53.07,56.4
2018-04-10,8.99,22.57,55.8
2018-04-11,9.28,29.89,56.4
2018-04-12,8.41,30.5,55.8
2018-04-13,6.38,15.86,53.4
2018-04-14,2.61,18.3,34.8
2018-04-15,2.03,0.0,35.4
2018-04-16,7.829999999999999,21.96,57.599999999999994
2018-04-17,11.309999999999999,45.14,60.0
2018-04-18,11.02,15.25,57.599999999999994
2018-04-19,10.44,30.5,55.199999999999996
2018-04-20,10.44,15.25,51.6
2018-04-21,2.03,18.91,33.0
2018-04-22,0.8699999999999999,18.3,33.0
2018-04-23,8.99,29.89,55.199999999999996
2018-04-24,9.86,44.53,55.199999999999996
2018-04-25,10.729999999999999,29.28,53.4
2018-04-26,28.999999999999996,61.0,55.199999999999996
2018-04-27,26.099999999999998,46.36,51.6
2018-04-28,4.06,18.91,31.799999999999997
2018-04-29,2.03,0.0,33.6
2018-04-30,9.569999999999999,15.25,53.4
2018-05-01,18.96,0.0,55.8
2018-05-02,15.12,13.76,56.4
2018-05-03,16.08,0.0,57.599999999999994
2018-05-04,17.04,14.19,49.199999999999996
2018-05-05,4.32,0.0,33.0
2018-05-06,0.48,0.0,36.6
2018-05-07,16.56,41.28,55.199999999999996
2018-05-08,20.4,0.0,60.0
2018-05-09,21.119999999999997,13.76,57.0
2018-05-10,19.919999999999998,14.19,57.599999999999994
2018-05-11,16.08,14.19,51.6
2018-05-12,3.36,17.2,33.6
2018-05-13,1.68,34.4,32.4
2018-05-14,15.6,0.0,57.0
2018-05-15,17.28,27.09,57.0
2018-05-16,17.759999999999998,27.52,57.599999999999994
2018-05-17,11.52,0.0,56.4
2018-05-18,13.68,14.19,51.6
2018-05-19,2.6399999999999997,0.0,31.799999999999997
2018-05-20,1.68,0.0,37.8
2018-05-21,16.08,0.0,55.8
2018-05-22,11.28,27.52,55.8
2018-05-23,15.6,14.19,58.199999999999996
2018-05-24,17.52,29.24,54.6
2018-05-25,12.24,0.0,51.6
2018-05-26,5.76,17.63,33.0
2018-05-27,1.2,0.0,33.6
2018-05-28,0.96,16.34,35.4
2018-05-29,12.959999999999999,14.19,54.6
2018-05-30,20.64,0.0,59.4
2018-05-31,24.0,43.0,57.599999999999994
2018-06-01,20.099999999999998,0.0,46.36
2018-06-02,6.3,26.84,32.33
2018-06-03,3.9,13.2,34.769999999999996
2018-06-04,30.0,11.0,61.0
2018-06-05,21.599999999999998,11.0,54.9
2018-06-06,22.8,0.0,54.29
2018-06-07,16.8,0.0,51.85
2018-06-08,15.6,0.0,46.36
2018-06-09,5.1,13.2,32.33
2018-06-10,3.9,0.0,46.36
2018-06-11,16.8,11.0,54.9
2018-06-12,13.799999999999999,10.56,55.51
2018-06-13,14.399999999999999,20.68,53.68
2018-06-14,17.099999999999998,22.44,50.019999999999996
2018-06-15,15.0,0.0,48.19
2018-06-16,3.0,13.64,31.72
2018-06-17,2.6999999999999997,13.64,29.28
2018-06-18,13.2,11.0,50.019999999999996
2018-06-19,12.6,44.0,50.629999999999995
2018-06-20,15.299999999999999,0.0,49.41
2018-06-21,13.5,11.44,50.019999999999996
2018-06-22,14.1,11.88,44.53
2018-06-23,5.1,13.2,29.28
2018-06-24,2.6999999999999997,0.0,29.28
2018-06-25,16.2,11.44,46.97
2018-06-26,16.2,0.0,48.19
2018-06-27,11.7,33.44,45.75
2018-06-28,14.7,23.32,50.629999999999995
2018-06-29,11.7,23.76,45.14
2018-06-30,3.5999999999999996,0.0,29.89
2018-07-01,2.34,11.899999999999999,33.629999999999995
2018-07-02,4.68,10.149999999999999,50.15
2018-07-03,4.68,0.0,47.79
2018-07-04,1.56,11.549999999999999,31.86
2018-07-05,8.97,0.0,47.79
2018-07-06,9.75,10.149999999999999,44.25
2018-07-07,0.78,11.899999999999999,31.86
2018-07-08,2.34,17.5,33.04
2018-07-09,8.19,14.7,48.379999999999995
2018-07-10,10.14,19.599999999999998,56.64
2018-07-11,7.0200000000000005,28.7,52.51
2018-07-12,14.040000000000001,10.5,58.41
2018-07-13,10.530000000000001,0.0,52.51
2018-07-14,2.73,35.0,32.449999999999996
2018-07-15,1.9500000000000002,17.5,31.86
2018-07-16,10.14,15.399999999999999,54.279999999999994
2018-07-17,12.48,0.0,56.05
2018-07-18,19.5,20.65,57.82
2018-07-19,31.98,30.799999999999997,57.23
2018-07-20,39.0,10.5,56.05
2018-07-21,7.0200000000000005,11.549999999999999,35.4
2018-07-22,1.9500000000000002,11.549999999999999,35.989999999999995
2018-07-23,13.65,0.0,54.279999999999994
2018-07-24,14.82,0.0,51.919999999999995
2018-07-25,16.38,9.799999999999999,57.23
2018-07-26,22.62,10.149999999999999,59.0
2018-07-27,15.99,0.0,50.739999999999995
2018-07-28,3.12,0.0,33.04
2018-07-29,1.56,23.799999999999997,34.809999999999995
2018-07-30,14.040000000000001,15.049999999999999,56.64
2018-07-31,13.65,9.799999999999999,56.64
2018-08-01,29.14,21.5,55.61000000000001
2018-08-02,30.38,21.07,58.290000000000006
2018-08-03,22.01,0.0,52.260000000000005
2018-08-04,6.2,25.37,36.18
2018-08-05,3.41,12.47,36.85
2018-08-06,22.63,10.75,54.27
2018-08-07,25.11,0.0,54.940000000000005
2018-08-08,31.0,43.0,58.96
2018-08-09,29.759999999999998,0.0,54.940000000000005
2018-08-10,18.29,0.0,50.92
2018-08-11,7.4399999999999995,24.94,34.84
2018-08-12,3.41,0.0,36.18
2018-08-13,20.77,0.0,55.61000000000001
2018-08-14,24.18,10.75,58.96
2018-08-15,25.11,21.93,58.290000000000006
2018-08-16,20.46,0.0,67.0
2018-08-17,22.63,10.75,53.6
2018-08-18,4.65,0.0,38.190000000000005
2018-08-19,7.4399999999999995,0.0,37.52
2018-08-20,15.19,0.0,59.63
2018-08-21,23.56,10.75,64.99000000000001
2018-08-22,26.35,0.0,62.31
2018-08-23,26.04,11.18,59.63
2018-08-24,22.01,0.0,58.290000000000006
2018-08-25,3.41,12.9,37.52
2018-08-26,5.27,12.47,40.870000000000005
2018-08-27,19.22,0.0,62.31
2018-08-28,25.11,21.5,67.0
2018-08-29,29.14,10.75,65.66000000000001
2018-08-30,24.49,21.5,62.980000000000004
2018-08-31,23.25,0.0,57.620000000000005
2018-09-01,5.6000000000000005,0.0,35.64
2018-09-02,3.3600000000000003,42.64,34.32
2018-09-03,3.08,20.28,38.940000000000005
2018-09-04,23.520000000000003,17.16,66.0
2018-09-05,25.480000000000004,0.0,64.02
2018-09-06,21.560000000000002,52.0,56.760000000000005
2018-09-07,18.200000000000003,26.52,53.46
2018-09-08,7.280000000000001,0.0,34.980000000000004
2018-09-09,3.08,40.04,36.300000000000004
2018-09-10,21.560000000000002,17.16,54.78
2018-09-11,19.880000000000003,34.32,58.74
2018-09-12,21.000000000000004,42.64,58.080000000000005
2018-09-13,17.92,26.0,56.1
2018-09-14,21.560000000000002,17.68,53.46
2018-09-15,7.5600000000000005,42.120000000000005,34.32
2018-09-16,3.08,20.28,34.980000000000004
2018-09-17,18.48,26.0,56.1
2018-09-18,28.000000000000004,17.16,57.42
2018-09-19,22.96,43.68,58.74
2018-09-20,27.44,17.68,56.1
2018-09-21,24.360000000000003,27.04,50.160000000000004
2018-09-22,5.040000000000001,21.84,32.34
2018-09-23,3.6400000000000006,20.8,34.32
2018-09-24,17.92,26.0,58.080000000000005
2018-09-25,20.44,26.0,56.760000000000005
2018-09-26,15.120000000000001,34.84,56.760000000000005
2018-09-27,22.96,35.88,55.440000000000005
2018-09-28,20.720000000000002,18.2,49.5
2018-09-29,2.5200000000000005,0.0,34.980000000000004
2018-09-30,3.08,42.120000000000005,31.68
2018-10-01,13.12,22.080000000000002,55.9
2018-10-02,12.709999999999999,29.900000000000002,60.45
2018-10-03,12.709999999999999,15.180000000000001,65.0
2018-10-04,19.27,30.360000000000003,58.5
2018-10-05,10.66,15.64,50.050000000000004
2018-10-06,3.69,27.14,32.5
2018-10-07,2.05,34.96,33.15
2018-10-08,11.479999999999999,15.180000000000001,51.35
2018-10-09,14.35,15.180000000000001,55.9
2018-10-10,18.04,15.180000000000001,59.15
2018-10-11,23.369999999999997,15.180000000000001,59.15
2018-10-12,19.27,40.02,53.300000000000004
2018-10-13,4.51,18.86,30.55
2018-10-14,3.28,18.400000000000002,37.050000000000004
2018-10-15,10.25,38.18,56.550000000000004
2018-10-16,18.45,15.180000000000001,64.35000000000001
2018-10-17,14.35,37.72,53.95
2018-10-18,10.66,31.28,53.95
2018-10-19,11.889999999999999,32.2,49.4
2018-10-20,4.51,0.0,30.55
2018-10-21,2.8699999999999997,17.94,31.85
2018-10-22,14.35,15.180000000000001,51.35
2018-10-23,20.5,15.180000000000001,54.6
2018-10-24,41.0,22.080000000000002,52.65
2018-10-25,36.08,46.0,57.2
2018-10-26,23.779999999999998,0.0,50.050000000000004
2018-10-27,5.739999999999999,0.0,35.75
2018-10-28,3.69,17.94,33.15
2018-10-29,19.68,14.72,56.550000000000004
2018-10-30,21.73,30.360000000000003,53.300000000000004
2018-10-31,17.22,15.64,52.0
2018-11-01,28.8,11.28,55.18
2018-11-02,28.48,21.619999999999997,48.98
2018-11-03,3.52,0.0,32.86
2018-11-04,5.12,0.0,32.24
2018-11-05,16.96,19.27,48.36
2018-11-06,20.48,10.34,48.36
2018-11-07,24.64,14.1,48.98
2018-11-08,22.400000000000002,0.0,50.22
2018-11-09,17.92,10.809999999999999,48.98
2018-11-10,5.44,38.07,34.1
2018-11-11,2.88,12.69,34.72
2018-11-12,16.96,15.979999999999999,49.6
2018-11-13,18.88,10.34,53.94
2018-11-14,18.56,43.239999999999995,53.94
2018-11-15,19.52,15.979999999999999,53.94
2018-11-16,15.36,10.809999999999999,49.6
2018-11-17,4.16,12.69,36.58
2018-11-18,2.88,12.69,35.96
2018-11-19,19.2,10.809999999999999,55.8
2018-11-20,24.32,0.0,49.6
2018-11-21,23.68,47.0,47.74
2018-11-22,6.72,0.0,40.92
2018-11-23,9.6,11.75,50.22
2018-11-24,4.8,12.219999999999999,38.44
2018-11-25,4.16,12.219999999999999,37.2
2018-11-26,17.6,19.74,60.76
2018-11-27,20.48,25.849999999999998,62.0
2018-11-28,32.0,10.34,59.519999999999996
2018-11-29,22.400000000000002,21.15,55.18
2018-11-30,21.44,20.68,50.22
2018-12-01,15.0,0.0,34.769999999999996
2018-12-02,4.5,0.0,35.91
2018-12-03,22.8,9.6,52.44
2018-12-04,25.5,9.299999999999999,56.99999999999999
2018-12-05,11.4,0.0,53.58
2018-12-06,24.9,0.0,53.58
2018-12-07,27.0,19.5,47.309999999999995
2018-12-08,6.0,11.4,35.91
2018-12-09,3.9,22.5,38.76
2018-12-10,24.9,9.6,51.3
2018-12-11,23.4,9.6,50.16
2018-12-12,24.3,0.0,53.01
2018-12-13,20.4,9.9,52.44
2018-12-14,20.099999999999998,9.6,46.169999999999995
2018-12-15,3.5999999999999996,0.0,36.48
2018-12-16,3.0,11.7,33.629999999999995
2018-12-17,17.7,0.0,46.739999999999995
2018-12-18,20.7,0.0,49.589999999999996
2018-12-19,26.099999999999998,30.0,51.87
2018-12-20,27.3,0.0,49.589999999999996
2018-12-21,25.5,10.5,45.029999999999994
2018-12-22,8.7,0.0,37.05
2018-12-23,4.5,0.0,29.069999999999997
2018-12-24,26.099999999999998,0.0,33.629999999999995
2018-12-25,9.6,0.0,44.459999999999994
2018-12-26,26.4,0.0,51.87
2018-12-27,30.0,21.599999999999998,46.169999999999995
2018-12-28,24.9,21.3,45.029999999999994
2018-12-29,9.0,11.7,33.059999999999995
2018-12-30,2.4,0.0,30.779999999999998
2018-12-31,21.0,0.0,36.48
2019-01-01,3.06,0.0,29.14
2019-01-02,19.380000000000003,10.5,47.12
2019-01-03,22.78,10.5,53.32
2019-01-04,14.620000000000001,21.0,49.6
2019-01-05,5.1000000000000005,0.0,32.86
2019-01-06,2.72,35.0,31.0
2019-01-07,16.66,0.0,49.6
2019-01-08,14.96,0.0,51.46
2019-01-09,13.600000000000001,10.149999999999999,55.8
2019-01-10,13.940000000000001,19.599999999999998,55.18
2019-01-11,12.58,20.299999999999997,49.6
2019-01-12,2.04,0.0,32.86
2019-01-13,1.02,0.0,33.48
2019-01-14,9.520000000000001,29.749999999999996,51.46
2019-01-15,15.98,9.799999999999999,55.8
2019-01-16,16.32,0.0,57.04
2019-01-17,14.280000000000001,29.4,55.8
2019-01-18,18.02,0.0,48.98
2019-01-19,3.74,11.549999999999999,34.72
2019-01-20,2.04,0.0,32.86
2019-01-21,4.760000000000001,0.0,44.02
2019-01-22,8.84,19.599999999999998,52.7
2019-01-23,15.98,0.0,55.8
2019-01-24,12.24,0.0,57.04
2019-01-25,9.180000000000001,0.0,52.08
2019-01-26,2.72,0.0,34.1
2019-01-27,3.06,0.0,35.339999999999996
2019-01-28,9.860000000000001,0.0,50.22
2019-01-29,11.9,0.0,55.8
2019-01-30,34.0,0.0,62.0
2019-01-31,31.96,0.0,55.8
2019-02-01,26.19,22.8,56.42
2019-02-02,7.290000000000001,0.0,39.68
2019-02-03,5.94,0.0,36.58
2019-02-04,18.09,0.0,57.66
2019-02-05,27.0,22.400000000000002,61.38
2019-02-06,19.44,0.0,62.0
2019-02-07,19.71,22.0,60.76
2019-02-08,17.01,11.600000000000001,55.8
2019-02-09,6.210000000000001,0.0,40.3
2019-02-10,2.97,40.0,37.82
2019-02-11,10.8,32.800000000000004,58.28
2019-02-12,19.17,0.0,57.66
2019-02-13,23.490000000000002,22.400000000000002,58.9
2019-02-14,17.28,11.600000000000001,56.42
2019-02-15,21.330000000000002,24.0,54.56
2019-02-16,9.18,0.0,39.68
2019-02-17,1.8900000000000001,13.600000000000001,37.2
2019-02-18,5.4,0.0,56.42
2019-02-19,11.88,22.8,58.28
2019-02-20,14.850000000000001,11.200000000000001,58.28
2019-02-21,18.630000000000003,11.600000000000001,58.28
2019-02-22,22.68,0.0,52.7
2019-02-23,9.18,0.0,37.82
2019-02-24,4.86,0.0,37.2
2019-02-25,18.630000000000003,11.200000000000001,56.42
2019-02-26,23.220000000000002,11.200000000000001,58.9
2019-02-27,17.28,0.0,55.8
2019-02-28,13.23,11.600000000000001,58.9
2019-03-01,19.32,0.0,51.62
2019-03-02,6.16,0.0,35.379999999999995
2019-03-03,3.6400000000000006,0.0,38.86
2019-03-04,19.040000000000003,0.0,49.879999999999995
2019-03-05,18.76,7.74,55.099999999999994
2019-03-06,17.360000000000003,7.31,57.99999999999999
2019-03-07,16.8,7.74,52.779999999999994
2019-03-08,14.000000000000002,0.0,49.879999999999995
2019-03-09,4.760000000000001,0.0,33.059999999999995
2019-03-10,1.9600000000000002,9.03,32.48
2019-03-11,16.8,7.74,53.94
2019-03-12,17.92,15.48,53.94
2019-03-13,19.6,23.22,55.099999999999994
2019-03-14,19.32,15.48,51.62
2019-03-15,23.8,7.74,49.879999999999995
2019-03-16,6.16,0.0,34.22
2019-03-17,1.4000000000000001,0.0,31.9
2019-03-18,21.560000000000002,0.0,53.94
2019-03-19,26.880000000000003,0.0,56.26
2019-03-20,23.240000000000002,15.91,53.94
2019-03-21,28.000000000000004,7.74,56.839999999999996
2019-03-22,23.240000000000002,8.17,49.3
2019-03-23,8.120000000000001,0.0,31.9
2019-03-24,3.3600000000000003,43.0,31.319999999999997
2019-03-25,21.000000000000004,7.74,53.94
2019-03-26,18.48,7.74,55.099999999999994
2019-03-27,20.160000000000004,15.91,56.839999999999996
2019-03-28,15.96,7.74,53.36
2019-03-29,16.240000000000002,15.91,48.13999999999999
2019-03-30,4.48,18.49,33.64
2019-03-31,2.24,0.0,33.059999999999995
2019-04-01,6.46,29.28,51.62
2019-04-02,7.6,35.99,55.099999999999994
2019-04-03,5.32,21.96,56.839999999999996
2019-04-04,9.120000000000001,14.64,55.099999999999994
2019-04-05,9.5,0.0,52.199999999999996
2019-04-06,1.52,35.99,31.9
2019-04-07,1.1400000000000001,35.38,34.22
2019-04-08,4.94,0.0,52.199999999999996
2019-04-09,6.46,14.64,53.36
2019-04-10,5.32,43.31,53.36
2019-04-11,9.5,21.96,56.26
2019-04-12,5.7,0.0,53.36
2019-04-13,2.2800000000000002,0.0,33.059999999999995
2019-04-14,1.1400000000000001,0.0,30.74
2019-04-15,7.98,14.64,49.879999999999995
2019-04-16,8.36,29.28,54.519999999999996
2019-04-17,7.98,61.0,56.839999999999996
2019-04-18,6.84,29.89,56.839999999999996
2019-04-19,4.18,16.47,48.13999999999999
2019-04-20,3.42,0.0,32.48
2019-04-21,1.52,19.52,30.159999999999997
2019-04-22,9.5,30.5,54.519999999999996
2019-04-23,12.92,0.0,57.99999999999999
2019-04-24,32.68,15.25,55.67999999999999
2019-04-25,38.0,43.31,55.67999999999999
2019-04-26,19.0,29.89,52.779999999999994
2019-04-27,4.5600000000000005,35.38,30.74
2019-04-28,1.52,17.69,32.48
2019-04-29,11.4,29.28,55.099999999999994
2019-04-30,12.16,14.03,56.839999999999996
2019-05-01,26.099999999999998,18.8,53.36
2019-05-02,30.0,31.200000000000003,55.099999999999994
2019-05-03,23.099999999999998,13.200000000000001,49.879999999999995
2019-05-04,7.8,15.200000000000001,30.74
2019-05-05,4.2,0.0,31.9
2019-05-06,23.099999999999998,25.6,55.099999999999994
2019-05-07,23.7,12.8,54.519999999999996
2019-05-08,20.7,0.0,55.67999999999999
2019-05-09,23.7,0.0,51.62
2019-05-10,22.8,26.400000000000002,46.98
2019-05-11,8.7,16.0,30.159999999999997
2019-05-12,3.5999999999999996,15.600000000000001,28.999999999999996
2019-05-13,18.3,32.800000000000004,52.199999999999996
2019-05-14,21.9,26.0,54.519999999999996
2019-05-15,21.9,13.200000000000001,51.62
2019-05-16,21.599999999999998,19.6,57.99999999999999
2019-05-17,20.7,13.600000000000001,53.36
2019-05-18,6.6,16.0,34.8
2019-05-19,3.0,16.0,31.9
2019-05-20,21.0,0.0,47.559999999999995
2019-05-21,19.2,12.8,51.62
2019-05-22,18.599999999999998,13.200000000000001,50.459999999999994
2019-05-23,19.5,13.600000000000001,49.3
2019-05-24,18.0,20.400000000000002,44.08
2019-05-25,5.3999999999999995,16.400000000000002,28.999999999999996
2019-05-26,2.6999999999999997,16.400000000000002,26.099999999999998
2019-05-27,3.3,15.600000000000001,30.159999999999997
2019-05-28,15.6,19.6,49.879999999999995
2019-05-29,17.099999999999998,19.6,51.04
2019-05-30,15.6,13.200000000000001,51.62
2019-05-31,19.2,40.0,46.98
2019-06-01,4.8,0.0,28.419999999999998
2019-06-02,2.6999999999999997,0.0,29.58
2019-06-03,15.299999999999999,9.28,48.13999999999999
2019-06-04,17.099999999999998,9.569999999999999,53.94
2019-06-05,18.0,28.419999999999998,49.879999999999995
2019-06-06,17.099999999999998,0.0,49.879999999999995
2019-06-07,21.9,9.569999999999999,46.98
2019-06-08,7.8,0.0,33.059999999999995
2019-06-09,6.0,0.0,45.239999999999995
